date,ticker,price,decision,reason,sentiment,rsi,confidence
2026-01-06,BTC-USDT,93747.97,sell,"SELL: score=-14.7 [RSI_bias:-0.4, MACD_pos:+10.0, BB_high:-12.3, Sent:+0.0, LLM_sell:-12.0]",0.000,65.20,0.800
2026-01-06,DOGE-USDT,0.15055,hold,HIGH RISK - no new trades (vol=0.056),-0.105,63.75,0.800
2026-01-06,DOT-USDT,2.235,hold,HIGH RISK - no new trades (vol=0.051),0.000,62.22,0.800
2026-01-06,ETH-USDT,3296.84,sell,"SELL: score=-17.0 [RSI_bias:-0.5, MACD_pos:+10.0, BB_high:-14.5, Sent:+0.0, LLM_sell:-12.0]",0.000,69.39,0.800
2026-01-06,LTC-USDT,83.96,sell,"SELL_BB: BB=0.97 [RSI_bias:-0.2, MACD_pos:+10.0, BB_high:-7.6, Sent:+3.3]",0.150,58.44,0.600
2026-01-06,SOL-USDT,141.08,sell,"SELL: score=-16.4 [RSI_bias:-0.4, MACD_pos:+10.0, BB_high:-14.0, Sent:+0.0, LLM_sell:-12.0]",0.000,67.22,0.800
2026-01-06,XRP-USDT,2.3042,hold,HIGH RISK - no new trades (vol=0.051),-0.140,70.39,0.800
2026-01-07,ADA-USDT,0.4022,hold,HIGH RISK - no new trades (vol=0.052),0.105,53.47,0.600
2026-01-07,BNB-USDT,900.3,hold,"Neutral (score=10.6, signals=2)",0.150,57.68,0.600
2026-01-07,BTC-USDT,91364.16,hold,"Neutral (score=9.9, signals=1)",0.000,54.97,0.400
2026-01-07,DOGE-USDT,0.14642,hold,HIGH RISK - no new trades (vol=0.051),0.105,59.03,0.600
2026-01-07,DOT-USDT,2.145,hold,HIGH RISK - no new trades (vol=0.056),0.000,56.27,0.400
2026-01-07,ETH-USDT,3168.72,hold,"Neutral (score=15.8, signals=2)",0.300,57.52,0.600
2026-01-07,LTC-USDT,81.71,hold,"Neutral (score=10.0, signals=1)",0.000,51.91,0.400
2026-01-07,SOL-USDT,136.39,hold,"Neutral (score=10.2, signals=2)",0.150,58.64,0.600
2026-01-07,XRP-USDT,2.1657,hold,HIGH RISK - no new trades (vol=0.059),0.210,59.19,0.600
2026-01-08,ADA-USDT,0.3956,hold,HIGH RISK - no new trades (vol=0.051),-0.105,51.53,0.400
2026-01-08,BNB-USDT,892.26,hold,"Neutral (score=9.9, signals=1)",0.000,54.74,0.400
2026-01-08,BTC-USDT,91099.99,hold,"Neutral (score=9.9, signals=1)",0.000,53.96,0.400
2026-01-08,DOGE-USDT,0.14194,hold,HIGH RISK - no new trades (vol=0.052),-0.105,54.33,0.400
2026-01-08,DOT-USDT,2.111,hold,"Neutral (score=4.6, signals=1)",0.000,54.16,0.400
2026-01-08,ETH-USDT,3106.65,hold,"Neutral (score=13.2, signals=2)",0.150,52.81,0.200
2026-01-08,LTC-USDT,81.31,hold,"Neutral (score=13.3, signals=2)",0.150,50.82,0.200
2026-01-08,SOL-USDT,138.37,sell,"SELL: score=-6.5 [RSI_bias:-0.3, MACD_pos:+10.0, BB_high:-4.3, Sent:+0.0, LLM_sell:-12.0]",0.000,60.91,0.800
2026-01-08,XRP-USDT,2.1232,hold,HIGH RISK - no new trades (vol=0.062),0.000,56.23,0.400
2026-01-09,ADA-USDT,0.3914,hold,"Neutral (score=9.5, signals=1)",-0.000,50.28,0.200
2026-01-09,BNB-USDT,896.86,hold,"Neutral (score=9.9, signals=1)",0.000,56.12,0.400
2026-01-09,BTC-USDT,90641.28,hold,"Neutral (score=13.2, signals=2)",0.150,52.17,0.200
2026-01-09,DOGE-USDT,0.14071,hold,"Neutral (score=9.9, signals=1)",-0.000,53.08,0.200
2026-01-09,DOT-USDT,2.083,hold,"Neutral (score=13.2, signals=2)",0.150,52.42,0.200
2026-01-09,ETH-USDT,3088.4,hold,"Neutral (score=13.3, signals=2)",0.150,51.47,0.200
2026-01-09,LTC-USDT,81.49,hold,"Neutral (score=13.3, signals=2)",0.150,51.31,0.200
2026-01-09,SOL-USDT,135.97,hold,"Neutral (score=9.8, signals=1)",0.000,56.84,0.400
2026-01-09,XRP-USDT,2.0958,hold,HIGH RISK - no new trades (vol=0.058),0.105,54.34,0.200
2026-01-10,ADA-USDT,0.3886,hold,"Neutral (score=10.9, signals=1)",0.050,49.42,0.200
2026-01-10,BNB-USDT,907.93,hold,"Neutral (score=14.8, signals=2)",0.300,59.33,0.600
2026-01-10,BTC-USDT,90504.7,hold,"Neutral (score=13.3, signals=2)",0.150,51.62,0.200
2026-01-10,DOGE-USDT,0.13965,hold,"Neutral (score=10.0, signals=1)",-0.000,51.97,0.200
2026-01-10,DOT-USDT,2.093,hold,"Neutral (score=13.2, signals=2)",0.150,53.00,0.200
2026-01-10,ETH-USDT,3086.72,hold,"Neutral (score=13.3, signals=2)",0.150,51.34,0.200
2026-01-10,LTC-USDT,81.19,hold,"Neutral (score=13.3, signals=2)",0.150,50.41,0.200
2026-01-10,SOL-USDT,135.84,hold,"Neutral (score=9.8, signals=1)",0.000,56.62,0.400
2026-01-10,XRP-USDT,2.0907,hold,HIGH RISK - no new trades (vol=0.059),0.105,53.98,0.200
2026-01-11,ADA-USDT,0.391,hold,"Neutral (score=10.0, signals=1)",-0.000,50.21,0.200
2026-01-11,BNB-USDT,904.32,hold,"Neutral (score=16.4, signals=2)",0.300,57.84,0.600
2026-01-11,BTC-USDT,91013.65,hold,"Neutral (score=13.2, signals=2)",0.150,53.58,0.200
2026-01-11,DOGE-USDT,0.13801,hold,"Neutral (score=10.0, signals=1)",-0.000,50.22,0.200
2026-01-11,DOT-USDT,2.07,hold,"Neutral (score=13.3, signals=2)",0.150,51.44,0.200
2026-01-11,ETH-USDT,3123.45,hold,"Neutral (score=13.2, signals=2)",0.150,54.05,0.200
2026-01-11,LTC-USDT,78.79,hold,"Neutral (score=14.6, signals=3)",0.200,43.73,0.200
2026-01-11,SOL-USDT,139.7,hold,"Neutral (score=1.2, signals=2)",0.250,61.41,0.800
2026-01-11,XRP-USDT,2.0745,hold,HIGH RISK - no new trades (vol=0.057),0.105,52.77,0.200
2026-01-12,ADA-USDT,0.3862,hold,"Neutral (score=11.1, signals=1)",0.050,48.58,0.200
2026-01-12,BNB-USDT,905.78,hold,"Neutral (score=16.4, signals=2)",0.300,58.30,0.600
2026-01-12,BTC-USDT,91296.2,hold,"Neutral (score=13.2, signals=2)",0.150,54.68,0.200
2026-01-12,DOGE-USDT,0.13662,hold,"Neutral (score=11.1, signals=1)",0.050,48.72,0.200
2026-01-12,DOT-USDT,2.055,hold,"Neutral (score=13.3, signals=2)",0.150,50.40,0.200
2026-01-12,ETH-USDT,3095.75,sell,"SELL: score=-25.7 [RSI_bias:-0.0, MACD_neg:-6.0, Sent:-7.7, LLM_sell:-12.0]",-0.350,51.71,0.200
2026-01-12,LTC-USDT,76.12,hold,"Neutral (score=-3.2, signals=2)",-0.000,37.75,0.400
2026-01-12,SOL-USDT,139.22,hold,"Neutral (score=1.0, signals=2)",0.150,60.51,0.800
2026-01-12,XRP-USDT,2.054,hold,"Neutral (score=10.0, signals=1)",-0.000,51.21,0.200
2026-01-13,ADA-USDT,0.4218,hold,"Neutral (score=0.1, signals=1)",0.000,59.15,0.600
2026-01-13,BNB-USDT,943.73,sell,"SELL: score=-9.7 [RSI_bias:-0.4, MACD_pos:+10.0, BB_high:-9.4, Sent:+2.2, LLM_sell:-12.0]",0.100,67.97,0.800
2026-01-13,BTC-USDT,95414.0,sell,"SELL: score=-13.7 [RSI_bias:-0.4, MACD_pos:+10.0, BB_high:-11.3, Sent:+0.0, LLM_sell:-12.0]",0.000,66.97,0.800
2026-01-13,DOGE-USDT,0.14828,hold,"Neutral (score=8.4, signals=2)",0.150,59.60,0.600
2026-01-13,DOT-USDT,2.282,sell,"SELL: score=-12.8 [RSI_bias:-0.3, MACD_pos:+10.0, BB_high:-3.2, Sent:+2.2, LLM_sell:-12.0, Vol:-9.4]",0.100,62.69,0.800
2026-01-13,ETH-USDT,3325.82,sell,"SELL: score=-12.4 [RSI_bias:-0.4, MACD_pos:+10.0, BB_high:-9.4, Sent:+2.2, LLM_sell:-12.0, Vol:-2.9]",0.100,65.17,0.800
2026-01-13,LTC-USDT,78.18,sell,"SELL: score=-24.5 [RSI_bias:+0.1, MACD_neg:-6.0, Sent:-6.6, LLM_sell:-12.0]",-0.300,44.10,0.400
2026-01-13,SOL-USDT,145.51,sell,"SELL: score=-9.2 [RSI_bias:-0.4, MACD_pos:+10.0, BB_high:-6.8, Sent:+0.0, LLM_sell:-12.0]",0.000,67.25,0.800
2026-01-13,XRP-USDT,2.1655,hold,"Neutral (score=11.3, signals=2)",0.150,58.41,0.600
2026-01-14,ADA-USDT,0.4143,hold,"Neutral (score=8.5, signals=2)",0.150,56.51,0.600
2026-01-14,BNB-USDT,948.47,sell,"SELL: score=-10.9 [RSI_bias:-0.5, MACD_pos:+10.0, BB_high:-8.4, Sent:+0.0, LLM_sell:-12.0]",0.000,68.94,0.800
2026-01-14,BTC-USDT,96951.78,sell,"SELL: score=-19.0 [RSI_overbought:-0.0, MACD_pos:+10.0, BB_high:-12.6, Sent:-4.4, LLM_sell:-12.0]",-0.200,70.21,0.800
2026-01-14,DOGE-USDT,0.14718,hold,"Neutral (score=9.1, signals=2)",0.150,58.34,0.600
2026-01-14,DOT-USDT,2.226,hold,"Neutral (score=8.0, signals=2)",0.300,58.82,0.600
2026-01-14,ETH-USDT,3354.92,sell,"SELL: score=-11.4 [RSI_bias:-0.4, MACD_pos:+10.0, BB_high:-8.6, Sent:+0.0, LLM_sell:-12.0, Vol:-0.4]",0.000,66.45,0.800
2026-01-14,LTC-USDT,76.67,sell,"SELL: score=-18.9 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+2.2, Sent:-3.3, LLM_sell:-12.0]",-0.150,40.81,0.600
2026-01-14,SOL-USDT,146.69,sell,"SELL: score=-8.7 [RSI_bias:-0.4, MACD_pos:+10.0, BB_high:-6.3, Sent:+0.0, LLM_sell:-12.0]",0.000,68.34,0.800
2026-01-14,XRP-USDT,2.1394,hold,"Neutral (score=16.4, signals=2)",0.300,56.32,0.400
2026-01-15,ADA-USDT,0.3936,hold,"Neutral (score=4.1, signals=1)",0.050,49.90,0.200
2026-01-15,BNB-USDT,931.2,hold,"Neutral (score=0.0, signals=2)",0.150,61.62,0.800
2026-01-15,BTC-USDT,95604.8,sell,"SELL: score=-7.0 [RSI_bias:-0.3, MACD_pos:+10.0, BB_high:-4.6, Sent:+0.0, LLM_sell:-12.0]",0.000,64.26,0.800
2026-01-15,DOGE-USDT,0.14004,hold,"Neutral (score=4.5, signals=1)",-0.000,50.84,0.200
2026-01-15,DOT-USDT,2.117,hold,HIGH RISK - no new trades (vol=0.051),0.105,52.08,0.200
2026-01-15,ETH-USDT,3318.69,hold,"Neutral (score=-5.8, signals=1)",0.000,63.34,0.800
2026-01-15,LTC-USDT,72.21,hold,"Neutral (score=1.8, signals=3)",0.150,32.99,0.800
2026-01-15,SOL-USDT,142.4,hold,"Neutral (score=1.0, signals=2)",0.150,60.46,0.800
2026-01-15,XRP-USDT,2.0789,hold,"Neutral (score=10.0, signals=1)",-0.000,51.69,0.200
2026-01-16,ADA-USDT,0.3955,hold,"Neutral (score=3.1, signals=1)",-0.000,50.48,0.200
2026-01-16,BNB-USDT,938.16,hold,"Neutral (score=-1.2, signals=2)",0.150,63.31,0.800
2026-01-16,BTC-USDT,95550.94,hold,"Neutral (score=-4.9, signals=1)",0.000,64.02,0.800
2026-01-16,DOGE-USDT,0.13813,hold,"Neutral (score=5.6, signals=1)",0.050,49.03,0.200
2026-01-16,DOT-USDT,2.119,hold,HIGH RISK - no new trades (vol=0.051),0.105,52.19,0.200
2026-01-16,ETH-USDT,3296.28,hold,"Neutral (score=0.8, signals=2)",0.150,61.43,0.800
2026-01-16,LTC-USDT,75.22,sell,"SELL: score=-18.1 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+2.3, Sent:+0.0, LLM_sell:-12.0, Vol:-2.6]",-0.000,41.18,0.600
2026-01-16,SOL-USDT,144.89,hold,"Neutral (score=-0.1, signals=2)",0.150,63.12,0.800
2026-01-16,XRP-USDT,2.0678,sell,"SELL: score=-22.4 [RSI_bias:-0.0, MACD_neg:-6.0, Sent:-4.4, LLM_sell:-12.0]",-0.200,50.86,0.100
2026-01-17,ADA-USDT,0.3973,hold,"Neutral (score=3.1, signals=1)",-0.000,51.05,0.200
2026-01-17,BNB-USDT,947.12,sell,"SELL: score=-6.0 [RSI_bias:-0.4, MACD_pos:+10.0, BB_high:-3.7, Sent:+0.0, LLM_sell:-12.0]",0.000,65.43,0.800
2026-01-17,BTC-USDT,95147.77,hold,"Neutral (score=1.0, signals=2)",0.150,62.20,0.800
2026-01-17,DOGE-USDT,0.13788,sell,"SELL: score=-19.3 [RSI_bias:+0.0, MACD_flat:+1.5, Sent:-3.3, LLM_sell:-12.0, Vol:-5.5]",-0.150,48.78,0.100
2026-01-17,DOT-USDT,2.179,hold,HIGH RISK - no new trades (vol=0.051),0.210,55.44,0.400
2026-01-17,ETH-USDT,3310.56,hold,"Neutral (score=0.9, signals=2)",0.150,62.21,0.800
2026-01-17,LTC-USDT,74.92,sell,"SELL: score=-21.8 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+1.9, Sent:-3.3, LLM_sell:-12.0, Vol:-2.6]",-0.150,40.65,0.600
2026-01-17,SOL-USDT,143.72,hold,"Neutral (score=1.0, signals=2)",0.150,61.04,0.800
2026-01-17,XRP-USDT,2.0631,sell,"SELL: score=-22.4 [RSI_bias:-0.0, MACD_neg:-6.0, Sent:-4.4, LLM_sell:-12.0]",-0.200,50.50,0.100
2026-01-18,ADA-USDT,0.3758,sell,"SELL: score=-23.1 [RSI_bias:+0.1, MACD_flat:+1.5, Sent:-3.3, LLM_sell:-12.0, Vol:-9.4]",-0.150,44.46,0.100
2026-01-18,BNB-USDT,932.51,hold,"Neutral (score=9.8, signals=1)",0.000,59.42,0.400
2026-01-18,BTC-USDT,93673.14,hold,"Neutral (score=13.2, signals=2)",0.150,55.92,0.200
2026-01-18,DOGE-USDT,0.13164,hold,"Neutral (score=-3.3, signals=1)",0.100,42.99,0.200
2026-01-18,DOT-USDT,2.065,hold,HIGH RISK - no new trades (vol=0.056),0.035,48.66,0.200
2026-01-18,ETH-USDT,3284.03,hold,"Neutral (score=16.2, signals=2)",0.300,59.78,0.600
2026-01-18,LTC-USDT,72.29,sell,"SELL: score=-12.8 [RSI_bias:+0.3, MACD_neg:-6.0, BB_low:+7.7, Sent:+0.0, LLM_sell:-12.0, Vol:-2.9]",-0.000,36.22,0.600
2026-01-18,SOL-USDT,137.87,hold,"Neutral (score=11.1, signals=1)",0.050,51.85,0.200
2026-01-18,XRP-USDT,1.9914,sell,"SELL: score=-24.5 [RSI_bias:+0.1, MACD_neg:-6.0, Sent:-6.6, LLM_sell:-12.0]",-0.300,45.14,0.200
2026-01-19,ADA-USDT,0.3703,sell,"SELL: score=-13.1 [RSI_bias:+0.2, MACD_neg:-6.0, Sent:+2.2, Vol:-9.4]",0.100,42.93,0.200
2026-01-19,BNB-USDT,923.6,hold,"Neutral (score=13.2, signals=2)",0.150,56.04,0.200
2026-01-19,BTC-USDT,92631.0,hold,"Neutral (score=13.3, signals=2)",0.150,51.93,0.200
2026-01-19,DOGE-USDT,0.12916,sell,"SELL: score=-12.6 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+0.4, Sent:+0.0, Vol:-7.3]",0.000,40.92,0.400
2026-01-19,DOT-USDT,2.028,hold,HIGH RISK - no new trades (vol=0.056),-0.000,46.67,0.200
2026-01-19,ETH-USDT,3189.55,hold,"Neutral (score=9.6, signals=1)",0.050,52.00,0.200
2026-01-19,LTC-USDT,70.8,sell,"SELL: score=-10.5 [RSI_bias:+0.4, MACD_neg:-6.0, BB_low:+8.4, Sent:+1.1, LLM_sell:-12.0, Vol:-2.4]",0.050,33.96,0.800
2026-01-19,SOL-USDT,133.44,sell,"SELL: score=-27.3 [RSI_bias:+0.1, MACD_neg:-6.0, Sent:-8.8, LLM_sell:-12.0, Vol:-0.5]",-0.400,46.18,0.200
2026-01-19,XRP-USDT,1.986,sell,"SELL: score=-24.5 [RSI_bias:+0.1, MACD_neg:-6.0, Sent:-6.6, LLM_sell:-12.0]",-0.300,44.75,0.400
2026-01-20,ADA-USDT,0.3507,hold,"Neutral (score=8.8, signals=3)",0.150,37.93,0.400
2026-01-20,BNB-USDT,884.2,sell,"SELL: score=-7.0 [RSI_bias:+0.1, MACD_neg:-6.0, Sent:-1.1]",-0.050,44.10,0.400
2026-01-20,BTC-USDT,88427.66,hold,"Neutral (score=-1.0, signals=2)",-0.000,39.64,0.400
2026-01-20,DOGE-USDT,0.12336,hold,"Neutral (score=8.1, signals=3)",0.150,36.48,0.400
2026-01-20,DOT-USDT,1.897,hold,"Neutral (score=-4.8, signals=1)",-0.000,40.37,0.600
2026-01-20,ETH-USDT,2939.88,hold,"Neutral (score=6.3, signals=2)",0.100,37.94,0.400
2026-01-20,LTC-USDT,67.12,hold,"Neutral (score=-3.8, signals=3)",0.150,29.13,0.800
2026-01-20,SOL-USDT,125.8,hold,"Neutral (score=6.3, signals=2)",0.100,38.38,0.400
2026-01-20,XRP-USDT,1.89,sell,"SELL: score=-12.3 [RSI_bias:+0.3, MACD_neg:-6.0, BB_low:+5.5, Sent:+0.0, LLM_sell:-12.0]",-0.000,38.46,0.600
2026-01-21,ADA-USDT,0.3659,hold,"Neutral (score=-2.9, signals=2)",0.150,43.43,0.400
2026-01-21,BNB-USDT,883.36,sell,"SELL: score=-6.8 [RSI_bias:+0.1, MACD_neg:-6.0, BB_low:+0.1, Sent:-1.1]",-0.050,43.89,0.400
2026-01-21,BTC-USDT,89454.73,sell,"SELL: score=-6.5 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+0.4, Sent:-1.1]",-0.050,43.18,0.400
2026-01-21,DOGE-USDT,0.12654,hold,"Neutral (score=3.4, signals=2)",0.150,40.30,0.400
2026-01-21,DOT-USDT,1.955,sell,"SELL: score=-16.4 [RSI_bias:+0.1, MACD_neg:-6.0, BB_low:+6.0, Sent:+0.0, LLM_sell:-12.0, Vol:-4.5]",-0.000,43.97,0.600
2026-01-21,ETH-USDT,2982.27,hold,"Neutral (score=1.5, signals=1)",0.100,40.86,0.400
2026-01-21,LTC-USDT,68.48,sell,"SELL: score=-11.7 [RSI_bias:+0.4, MACD_neg:-6.0, BB_low:+6.1, Sent:+3.3, LLM_sell:-12.0, Vol:-3.5]",0.150,32.93,0.800
2026-01-21,SOL-USDT,129.54,sell,"SELL: score=-15.3 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+3.3, Sent:+0.0, LLM_sell:-12.0, Vol:-0.8]",-0.000,43.42,0.600
2026-01-21,XRP-USDT,1.9476,sell,"SELL: score=-20.4 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+0.8, Sent:-3.3, LLM_sell:-12.0]",-0.150,43.58,0.600
2026-01-22,ADA-USDT,0.3594,hold,"Neutral (score=0.0, signals=2)",0.150,41.73,0.400
2026-01-22,BNB-USDT,888.06,sell,"SELL: score=-21.2 [RSI_bias:+0.1, MACD_neg:-6.0, Sent:-3.3, LLM_sell:-12.0]",-0.150,45.49,0.400
2026-01-22,BTC-USDT,89559.67,sell,"SELL: score=-21.1 [RSI_bias:+0.2, MACD_neg:-6.0, Sent:-3.3, LLM_sell:-12.0]",-0.150,43.54,0.600
2026-01-22,DOGE-USDT,0.12437,hold,"Neutral (score=3.5, signals=3)",0.150,38.59,0.400
2026-01-22,DOT-USDT,1.927,sell,"SELL: score=-14.9 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+6.2, Sent:+0.0, LLM_sell:-12.0, Vol:-3.3]",-0.000,42.63,0.600
2026-01-22,ETH-USDT,2952.69,sell,"SELL: score=-12.3 [RSI_bias:+0.3, MACD_neg:-6.0, BB_low:+5.7, Sent:+0.0, LLM_sell:-12.0, Vol:-0.2]",-0.000,39.46,0.600
2026-01-22,LTC-USDT,68.19,sell,"SELL: score=-11.0 [RSI_bias:+0.4, MACD_neg:-6.0, BB_low:+4.3, Sent:+3.3, LLM_sell:-12.0, Vol:-1.0]",0.150,32.53,0.800
2026-01-22,SOL-USDT,128.47,sell,"SELL: score=-14.2 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+4.3, Sent:+0.0, LLM_sell:-12.0, Vol:-0.7]",-0.000,42.35,0.600
2026-01-22,XRP-USDT,1.9236,sell,"SELL: score=-18.9 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+2.2, Sent:-3.3, LLM_sell:-12.0]",-0.150,42.02,0.600
2026-01-23,ADA-USDT,0.3602,hold,"Neutral (score=-2.1, signals=2)",0.150,42.03,0.400
2026-01-23,BNB-USDT,891.63,sell,"SELL: score=-23.4 [RSI_bias:+0.1, MACD_neg:-6.0, Sent:-5.5, LLM_sell:-12.0]",-0.250,46.73,0.600
2026-01-23,BTC-USDT,89600.26,sell,"SELL: score=-21.1 [RSI_bias:+0.2, MACD_neg:-6.0, Sent:-3.3, LLM_sell:-12.0]",-0.150,43.69,0.600
2026-01-23,DOGE-USDT,0.12477,hold,"Neutral (score=0.7, signals=3)",0.150,39.11,0.400
2026-01-23,DOT-USDT,1.926,sell,"SELL: score=-17.1 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+3.9, Sent:+0.0, LLM_sell:-12.0, Vol:-3.3]",-0.000,42.58,0.600
2026-01-23,ETH-USDT,2956.41,sell,"SELL: score=-14.8 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+3.5, Sent:+0.0, LLM_sell:-12.0, Vol:-0.5]",-0.000,39.74,0.600
2026-01-23,LTC-USDT,68.07,sell,"SELL: score=-11.7 [RSI_bias:+0.4, MACD_neg:-6.0, BB_low:+2.6, Sent:+3.3, LLM_sell:-12.0]",0.150,32.35,0.800
2026-01-23,SOL-USDT,127.43,sell,"SELL: score=-13.2 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+4.6, Sent:+0.0, LLM_sell:-12.0]",-0.000,41.29,0.600
2026-01-23,XRP-USDT,1.9196,sell,"SELL: score=-19.7 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+1.4, Sent:-3.3, LLM_sell:-12.0]",-0.150,41.75,0.600
2026-01-24,ADA-USDT,0.3583,hold,"Neutral (score=-5.9, signals=1)",0.000,41.48,0.400
2026-01-24,BNB-USDT,887.17,sell,"SELL: score=-23.4 [RSI_bias:+0.1, MACD_neg:-6.0, Sent:-5.5, LLM_sell:-12.0]",-0.250,45.34,0.600
2026-01-24,BTC-USDT,89225.34,sell,"SELL: score=-21.1 [RSI_bias:+0.2, MACD_neg:-6.0, Sent:-3.3, LLM_sell:-12.0]",-0.150,42.57,0.600
2026-01-24,DOGE-USDT,0.12423,hold,"Neutral (score=-3.7, signals=2)",0.000,38.64,0.400
2026-01-24,DOT-USDT,1.93,sell,"SELL: score=-20.8 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+1.7, Sent:-3.3, LLM_sell:-12.0, Vol:-1.4]",-0.150,42.87,0.600
2026-01-24,ETH-USDT,2953.22,sell,"SELL: score=-19.3 [RSI_bias:+0.3, MACD_neg:-6.0, BB_low:+2.0, Sent:-3.3, LLM_sell:-12.0, Vol:-0.3]",-0.150,39.57,0.600
2026-01-24,LTC-USDT,68.19,sell,"SELL: score=-16.9 [RSI_bias:+0.4, MACD_neg:-6.0, BB_low:+0.7, Sent:+0.0, LLM_sell:-12.0]",-0.000,32.74,0.800
2026-01-24,SOL-USDT,127.21,sell,"SELL: score=-14.4 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+3.3, Sent:+0.0, LLM_sell:-12.0]",-0.000,41.05,0.600
2026-01-24,XRP-USDT,1.9143,sell,"SELL: score=-20.6 [RSI_bias:+0.2, MACD_neg:-6.0, BB_low:+0.5, Sent:-3.3, LLM_sell:-12.0]",-0.150,41.37,0.600
2026-01-25,ADA-USDT,0.3391,hold,"Neutral (score=2.0, signals=2)",0.050,36.32,0.400
2026-01-25,BNB-USDT,866.02,sell,"SELL: score=-13.4 [RSI_bias:+0.3, MACD_neg:-6.0, BB_low:+6.6, Sent:-2.2, LLM_sell:-12.0]",-0.100,39.36,0.600
2026-01-25,BTC-USDT,86670.36,sell,"SELL: score=-12.6 [RSI_bias:+0.3, MACD_neg:-6.0, BB_low:+7.3, Sent:-2.2, LLM_sell:-12.0]",-0.100,35.79,0.600
